"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"1738","-0.79487497","1.5227122","8.839393",,,,,,,,
"1739",,,,"-0.20347172","0.21518998","0.11185618",,,,,
"1739",,,,,,,,,,,"7.535675994288795"
"1743",,,,"-0.22584295","0.22584295","0.116117366",,,,,
"1744",,,,,,,,,,,"7.577740568065963"
"1748","-0.9768343","1.4460979","8.896853",,,,,,,,
"1749",,,,"-0.24821419","0.23543063","0.12144385",,,,,
"1750",,,,,,,,,,,"7.616337113292047"
"1751",,,,,,,"-13.3125","9.375","15.0",,
"1753",,,,"-0.27165073","0.2418224","0.12890093",,,,,
"1753",,,,,,,,,,,"7.651107045035644"
"1760","-1.0726024","1.4460979","9.002198",,,,,,,,
"1761",,,,"-0.28976077","0.24075711","0.13316211",,,,,
"1762",,,,,,,,,,,"7.689201571357728"
"1763",,,,"-0.29934844","0.22690825","0.14061919",,,,,
"1764",,,,,,,,,,,"7.723597550244278"
"1768","-1.1683705","1.4173675","9.088389",,,,,,,,
"1769",,,,"-0.29615256","0.2066676","0.15233746",,,,,
"1769",,,,,,,,,,,"7.754623684549074"
"1771",,,,,,,"-13.3125","9.5","14.9375",,
"1773",,,,"-0.2865649","0.18855755","0.16831692",,,,,
"1774",,,,,,,,,,,"7.778280044739404"
"1778","-1.1779473","1.3503298","9.193734",,,,,,,,
"1779",,,,"-0.2748466","0.16831692","0.18110047",,,,,
"1779",,,,,,,,,,,"7.802183145513538"
"1783",,,,"-0.25673655","0.1384886","0.19494934",,,,,
"1784",,,,,,,,,,,"7.822193892234338"
"1788","-1.1587936","1.2641385","9.346964",,,,,,,,
"1789",,,,"-0.24075711","0.10013791","0.2087982",,,,,
"1790",,,,,,,,,,,"7.83893553966368"
"1791",,,,,,,"-13.3125","9.5625","15.0625",,
"1793",,,,"-0.22797355","0.059656627","0.21838588",,,,,
"1794",,,,,,,,,,,"7.85212378117734"
"1798","-1.0342951","1.3024458","9.461885",,,,,,,,
"1798",,,,"-0.21732058","0.02130594","0.22797355",,,,,
"1799",,,,,,,,,,,"7.861534074306348"
"1803",,,,"-0.2087982","-0.01384886","0.22690825",,,,,
"1804",,,,,,,,,,,"7.874626693171592"
"1808","-0.90021986","1.283292","9.624691",,,,,,,,
"1808",,,,"-0.2066676","-0.046873067","0.22371235",,,,,
"1809",,,,,,,,,,,"7.887656132787072"
"1811",,,,,,,"-13.4375","9.5625","15.0",,
"1813",,,,"-0.204537","-0.07670138","0.21305938",,,,,
"1813",,,,,,,,,,,"7.904182629257548"
"1817","-0.7757214","1.1875241","9.739613",,,,,,,,
"1818",,,,"-0.20347172","-0.10120321","0.19814523",,,,,
"1819",,,,,,,,,,,"7.924191668431092"
"1823",,,,"-0.19601464","-0.117182665","0.18749227",,,,,
"1824",,,,,,,,,,,"7.951342524155564"
"1828","-0.6799533","1.091756","9.969456",,,,,,,,
"1828",,,,"-0.18855755","-0.13209683","0.17790459",,,,,
"1829",,,,,,,,,,,"7.978248346843543"
"1830",,,,,,,"-13.5625","9.75","15.25",,
"1832",,,,"-0.18003519","-0.14488038","0.17044751",,,,,
"1833",,,,,,,,,,,"8.008995297165995"
"1838","-0.545878","1.0055647","10.170568",,,,,,,,
"1838",,,,"-0.16725162","-0.14701098","0.16512102",,,,,
"1839",,,,,,,,,,,"8.039597959742196"
"1843",,,,"-0.15127216","-0.1374233","0.16725162",,,,,
"1844",,,,,,,,,,,"8.070606164800438"
"1847","-0.50757074","0.9576807","10.237606",,,,,,,,
"1848",,,,"-0.1395539","-0.113986775","0.17044751",,,,,
"1849",,,,,,,,,,,"8.101652789672698"
"1850",,,,,,,"-13.625","9.8125","15.375",,
"1852",,,,"-0.13209683","-0.08415846","0.1725781",,,,,
"1853",,,,,,,,,,,"8.132571348498061"
"1858","-0.39264908","0.9672575","10.400413",,,,,,,,
"1858",,,,"-0.12996623","-0.05219955","0.17790459",,,,,
"1859",,,,,,,,,,,"8.163842515839349"
"1863",,,,"-0.13529271","-0.019175345","0.18749227",,,,,
"1864",,,,,,,,,,,"8.187795989258575"
"1868","-0.32561144","0.9672575","10.275913",,,,,,,,
"1869",,,,,,,"-13.5625","9.9375","15.375",,
"1870",,,,"-0.14594568","0.011718267","0.19601464",,,,,
"1871",,,,,,,,,,,"8.235988096494907"
"1872",,,,"-0.15233746","0.043677174","0.2087982",,,,,
"1873",,,,,,,,,,,"8.235988096494907"
"1877","-0.29688102","1.1013328","10.01734",,,,,,,,
"1878",,,,"-0.15233746","0.07137489","0.22584295",,,,,
"1879",,,,,,,,,,,"8.253220663770833"
"1882",,,,"-0.14274979","0.092680834","0.2428877",,,,,
"1883",,,,,,,,,,,"8.263156881465875"
"1887","-0.25857377","1.2354081","9.749189",,,,,,,,
"1888",,,,"-0.12783563","0.10972559","0.26525894",,,,,
"1889",,,,,,,,,,,"8.26993413666986"
"1891",,,,,,,"-13.4375","9.875","15.3125",,
"1892",,,,"-0.1033338","0.12463974","0.2759119",,,,,
"1893",,,,,,,,,,,"8.273298004836079"
"1897","-0.31603462","1.436521","9.481039",,,,,,,,
"1898",,,,"-0.07670138","0.13103153","0.28869548",,,,,
"1899",,,,,,,,,,,"8.273304835025272"
"1902",,,,"-0.050068956","0.1374233","0.29295665",,,,,
"1903",,,,,,,,,,,"8.269845344210637"
"1908","-0.33518824","1.7142484","9.184157",,,,,,,,
"1908",,,,,,,"-13.5","10.0","15.3125",,
"1909",,,,"-0.02769772","0.14594568","0.28869548",,,,,
"1911",,,,,,,,,,,"8.27337142936966"
"1912",,,,"-0.01384886","0.15766394","0.2823037",,,,,
"1913",,,,,,,,,,,"8.277163891906298"
"1917","-0.29688102","1.9153614","8.810662",,,,,,,,
"1918",,,,"-0.0085223755","0.16085984","0.27165073",,,,,
"1919",,,,,,,,,,,"8.281081005395322"
"1922",,,,"-0.01384886","0.16405573","0.25247538",,,,,
"1923",,,,,,,,,,,"8.295275846037896"
"1927","-0.2777274","2.078167","8.66701",,,,,,,,
"1928",,,,"-0.025567126","0.16192514","0.23330003",,,,,
"1929",,,,,,,,,,,"8.313123984112792"
"1930",,,,,,,"-13.375","10.0625","15.25",,
"1931",,,,"-0.045807768","0.15979454","0.2109288",,,,,
"1932",,,,,,,,,,,"8.337774136827363"
"1937","-0.25857377","2.1739352","8.590396",,,,,,,,
