"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"602",,,,"-0.3089267","0.4495416","-0.26312032",,,,,
"610",,,,,,,,,,,"216.68627974025947"
"614","-2.6144683","2.328361","8.584411",,,,,,,,
"614",,,,,,,"7.1","-13.1","-35.600002",,
"607",,,,"-0.31318775","0.3387541","-0.22264028",,,,,
"619","-2.6539726","2.1930888","8.937555",,,,,,,,
"612",,,,"-0.30040458","0.24394555","-0.16937704",,,,,
"619",,,,,,,,,,,"216.70033626957135"
"624","-2.5905263","2.0901382","9.249998",,,,,,,,
"624",,,,,,,"7.1","-13.1","-35.7",,
"617",,,,"-0.26418558","0.1768339","-0.10972224",,,,,
"630","-2.4624364","1.9632454","9.601946",,,,,,,,
"622",,,,"-0.2034655","0.128897","-0.04474111",,,,,
"630",,,,,,,,,,,"216.7352658569868"
"634","-2.2649148","1.8602947","9.921572",,,,,,,,
"634",,,,,,,"7.2000003","-13.1","-35.600002",,
"627",,,,"-0.12144015","0.101200126","0.018109497",,,,,
"640","-1.9907787","1.8375498","10.188525",,,,,,,,
"632",,,,"-0.018109497","0.09054748","0.07137272",,,,,
"640",,,,,,,,,,,"216.65899996471444"
"643","-1.6962919","1.887828","10.420763",,,,,,,,
"643",,,,,,,"7.4","-13.2","-35.5",,
"637",,,,"0.09374327","0.098004326","0.112918034",,,,,
"648","-1.436521","2.0326772","10.609905",,,,,,,,
"642",,,,"0.20879184","0.12250541","0.128897",,,,,
"651",,,,,,,,,,,"216.60094335676933"
"651","-1.436521","2.0326772","10.609905",,,,,,,,
"646",,,,"0.20879184","0.12250541","0.128897",,,,,
"653","-1.1336545","2.1547816","10.736797",,,,,,,,
"653",,,,,,,"7.4","-13.2","-35.5",,
"651",,,,"0.32170987","0.15765914","0.12357068",,,,,
"660","-0.8738836","2.2720973","10.888829",,,,,,,,
"655",,,,"0.42184472","0.19387813","0.10013486",,,,,
"660",,,,,,,,,,,"216.45860221446628"
"664","-0.7338228","2.373851","10.903194",,,,,,,,
"664",,,,,,,"7.5","-13.3","-35.4",,
"660",,,,"0.50387007","0.23222765","0.06391586",,,,,
"670","-0.7314286","2.480393","10.809821",,,,,,,,
"664",,,,"0.5603291","0.27803403","0.01917476",,,,,
"670",,,,,,,,,,,"216.47245383810306"
"673","-0.80804306","2.5570073","10.521319",,,,,,,,
"673",,,,,,,"7.6","-13.400001","-35.3",,
"669",,,,"0.588026","0.3206446","-0.027696876",,,,,
"680","-1.0295067","2.6551697","10.212467",,,,,,,,
"674",,,,"0.58483016","0.3472762","-0.070307456",,,,,
"680",,,,,,,,,,,"215.65686094931183"
"684","-1.3060371","2.7150247","9.838972",,,,,,,,
"684",,,,,,,"7.8","-13.5","-35.2",,
"679",,,,"0.5496765","0.35579833","-0.0958738",,,,,
"689","-1.5765818","2.802413","9.4774475",,,,,,,,
"683",,,,"0.48682585","0.3472762","-0.10652645",,,,,
"689",,,,,,,,,,,"215.7645320513879"
"693","-1.7824832","2.882619","9.163807",,,,,,,,
"693",,,,,,,"7.9","-13.7","-35.0",,
"688",,,,"0.40266997","0.3206446","-0.101200126",,,,,
"699",,,,,,,,,,,"215.0145772805205"
"699","-1.9476831","2.9293058","8.9040365",,,,,,,,
"693",,,,"0.29827404","0.28549087","-0.080960095",,,,,
"703","-2.0111294","2.9352913","8.848969",,,,,,,,
"703",,,,,,,"8.1","-13.8","-34.9",,
"698",,,,"0.17257284","0.25246766","-0.05539375",,,,,
"710","-2.007538","2.8933928","8.959103",,,,,,,,
"703",,,,"0.040480047","0.24607609","-0.027696876",,,,,
"710",,,,,,,,,,,"215.05498467965032"
"713","-1.9045875","2.8203697","9.151836",,,,,,,,
"713",,,,,,,"8.2","-13.900001","-34.9",,
"707",,,,"-0.07989483","0.27057716","-0.002130529",,,,,
"719","-1.8076223","2.7952304","9.32781",,,,,,,,
"712",,,,"-0.17044231","0.2972088","0.02130529",,,,,
"719",,,,,,,,,,,"214.2109645435335"
"724","-1.5993267","2.7485435","9.380483",,,,,,,,
"724",,,,,,,"8.400001","-14.1","-34.8",,
"717",,,,"-0.22690132","0.29827404","0.043675844",,,,,
"729","-1.3275849","2.8000188","9.299079",,,,,,,,
"722",,,,"-0.25353295","0.24607609","0.06498113",,,,,
"729",,,,,,,,,,,"214.15170582229447"
"734","-0.985214","2.9712043","9.216479",,,,,,,,
"734",,,,,,,"8.5","-14.2","-34.8",,
"727",,,,"-0.24074976","0.11824436","0.098004326",,,,,
"740","-0.51475334","2.9903579","9.28232",,,,,,,,
"732",,,,"-0.20133498","-0.07243799","0.128897",,,,,
"740",,,,,,,,,,,"213.2497930027726"
"744","0.0011971008","3.1986535","9.454702",,,,,,,,
"744",,,,,,,"8.7","-14.3","-34.7",,
"737",,,,"-0.17150758","-0.2428803","0.10652645",,,,,
"749","0.35793316","3.4620156","9.606734",,,,,,,,
"742",,,,"-0.17257284","-0.35153726","0.00958738",,,,,
"750",,,,,,,,,,,"213.1762455257899"
"754","0.35793316","3.4620156","9.606734",,,,,,,,
"747",,,,"-0.17257284","-0.35153726","0.00958738",,,,,
"757",,,,,,,,,,,"213.1762455257899"
"757","0.35793316","3.4620156","9.606734",,,,,,,,
"752",,,,"-0.17257284","-0.35153726","0.00958738",,,,,
"760","0.4189853","3.4320881","9.654618",,,,,,,,
"754",,,,,,,"8.8","-14.400001","-34.600002",,
"756",,,,"-0.1917476","-0.41225734","-0.128897",,,,,
"760",,,,,,,,,,,"211.80850014449487"
"760",,,,,,,"8.8","-14.400001","-34.600002",,
"764","0.24061728","3.2429461","10.116699",,,,,,,,
"764",,,,,,,"9.0","-14.5","-34.4",,
"761",,,,"-0.21198763","-0.5837649","-0.36112466",,,,,
"769","0.20111294","3.2154129","10.613496",,,,,,,,
"765",,,,"-0.20985709","-0.70200926","-0.42717105",,,,,
"771",,,,,,,,,,,"211.9960571391034"
"771","0.20111294","3.2154129","10.613496",,,,,,,,
"769",,,,"-0.20985709","-0.70200926","-0.42717105",,,,,
"771",,,,,,,,,,"232.0",
"774","0.033518825","3.1184478","11.015722",,,,,,,,
"774",,,,,,,"9.1","-14.6","-34.3",,
"773",,,,"-0.20240025","-0.7946873","-0.48469532",,,,,
"780","-0.17357962","2.955642","11.844116",,,,,,,,
"778",,,,"-0.18961707","-0.8213189","-0.5305017",,,,,
"780",,,,,,,,,,,"211.15291126720035"
"786","-0.18076223","2.6515784","12.112267",,,,,,,,
"786",,,,,,,"9.3","-14.7","-34.2",,
"782",,,,"-0.15233281","-0.75633776","-0.55606806",,,,,
"790","-0.20590134","2.3415294","12.378023",,,,,,,,
"787",,,,"-0.1107875","-0.6743124","-0.56672066",,,,,
"790",,,,,,,,,,,"211.45051626971616"
"794","-0.29688102","2.0649989","12.670115",,,,,,,,
"794",,,,,,,"9.5","-14.8","-34.2",,
"791",,,,"-0.07137272","-0.5965481","-0.5656554",,,,,
"799","-0.52073884","1.8267759","12.817359",,,,,,,,
"795",,,,"-0.02876214","-0.5219796","-0.5539375",,,,,
"801",,,,,,,,,,,"211.21487474335072"
"801","-0.52073884","1.8267759","12.817359",,,,,,,,
"799",,,,"-0.02876214","-0.5219796","-0.5539375",,,,,
"804","-0.7422025","1.6065093","12.66413",,,,,,,,
"804",,,,,,,"9.6","-14.900001","-34.100002",,
"803",,,,"0.013848438","-0.4644553","-0.53263223",,,,,
"809","-1.0271125","1.4197617","12.391191",,,,,,,,
"808",,,,"0.046871636","-0.43675843","-0.49854377",,,,,
"809",,,,,,,,,,,"211.51017114192706"
"814","-1.2425907","1.3634979","12.200851",,,,,,,,
"814",,,,,,,"9.7","-14.900001","-34.0",,
"812",,,,"0.058589544","-0.44421527","-0.44741106",,,,,
"819","-1.283292","1.4065934","12.175713",,,,,,,,
"816",,,,"0.054328486","-0.46658584","-0.37710363",,,,,
"819",,,,,,,,,,,"211.40467204000703"
"823","-1.1947067","1.4879963","12.284649",,,,,,,,
"823",,,,,,,"9.8","-15.0","-34.0",,
"821",,,,"0.04261058","-0.47617322","-0.29507825",,,,,
"830","-0.9504981","1.520318","12.41633",,,,,,,,
"825",,,,"0.035153728","-0.45593318","-0.21092236",,,,,
"830",,,,,,,,,,,"211.54848850317083"
